AARS1	hsa:16	alanyl-tRNA synthetase 1
TBC1D2B	hsa:23102	TBC1 domain family member 2B
TBC1D5	hsa:9779	TBC1 domain family member 5
TBC1D7	hsa:51256	TBC1 domain family member 7
TBCD	hsa:6904	tubulin folding cofactor D
TBCE	hsa:6905	tubulin folding cofactor E
TBCK	hsa:93627	TBC1 domain containing kinase
TBL1X	hsa:6907	transducin beta like 1 X-linked
TBL1XR1	hsa:79718	TBL1X receptor 1
TBR1	hsa:10716	T-box brain transcription factor 1
TBX1	hsa:6899	T-box transcription factor 1
TBX2	hsa:6909	T-box transcription factor 2
TBX21	hsa:30009	T-box transcription factor 21
TBX22	hsa:50945	T-box transcription factor 22
TCF12	hsa:6938	transcription factor 12
TCF20	hsa:6942	transcription factor 20
TCF4	hsa:6925	transcription factor 4
TCF7L2	hsa:6934	transcription factor 7 like 2
TCN2	hsa:6948	transcobalamin 2
TCOF1	hsa:6949	treacle ribosome biogenesis factor 1
TCTN2	hsa:79867	tectonic family member 2
TCTN3	hsa:26123	tectonic family member 3
TDO2	hsa:6999	tryptophan 2,3-dioxygenase
TDP2	hsa:51567	tyrosyl-DNA phosphodiesterase 2
TECPR2	hsa:9895	tectonin beta-propeller repeat containing 2
TECR	hsa:9524	trans-2,3-enoyl-CoA reductase
TECTA	hsa:7007	tectorin alpha
TEK	hsa:7010	TEK receptor tyrosine kinase
TELO2	hsa:9894	telomere maintenance 2
TENM1	hsa:10178	teneurin transmembrane protein 1
TENM2	hsa:57451	teneurin transmembrane protein 2
TENM4	hsa:26011	teneurin transmembrane protein 4
TERF2	hsa:7014	telomeric repeat binding factor 2
TERT	hsa:7015	telomerase reverse transcriptase
TET2	hsa:54790	tet methylcytosine dioxygenase 2
TET3	hsa:200424	tet methylcytosine dioxygenase 3
TEX10	hsa:54881	testis expressed 10
TFB2M	hsa:64216	transcription factor B2, mitochondrial
TFE3	hsa:7030	transcription factor binding to IGHM enhancer 3
TGIF1	hsa:7050	TGFB induced factor homeobox 1
TH	hsa:7054	tyrosine hydroxylase
THBS1	hsa:7057	thrombospondin 1
THG1L	hsa:54974	tRNA-histidine guanylyltransferase 1 like
THOC2	hsa:57187	THO complex 2
THOC6	hsa:79228	THO complex 6
THRA	hsa:7067	thyroid hormone receptor alpha
THRB	hsa:7068	thyroid hormone receptor beta
TIMM50	hsa:92609	translocase of inner mitochondrial membrane 50
TIMM8A	hsa:1678	translocase of inner mitochondrial membrane 8A
TINF2	hsa:26277	TERF1 interacting nuclear factor 2
TK2	hsa:7084	thymidine kinase 2
TKFC	hsa:26007	triokinase and FMN cyclase
TKT	hsa:7086	transketolase
TLK2	hsa:11011	tousled like kinase 2
TLN1	hsa:7094	talin 1
TM9SF4	hsa:9777	transmembrane 9 superfamily member 4
TMCO1	hsa:54499	transmembrane and coiled-coil domains 1
TMEM106B	hsa:54664	transmembrane protein 106B
TMEM107	hsa:84314	transmembrane protein 107
TMEM132D	hsa:121256	transmembrane protein 132D
TMEM165	hsa:55858	transmembrane protein 165
TMEM216	hsa:51259	transmembrane protein 216
TMEM231	hsa:79583	transmembrane protein 231
TMEM237	hsa:65062	transmembrane protein 237
TMEM63A	hsa:9725	transmembrane protein 63A
TMEM67	hsa:91147	transmembrane protein 67
TMEM70	hsa:54968	transmembrane protein 70
TMLHE	hsa:55217	trimethyllysine hydroxylase, epsilon
TMTC3	hsa:160418	transmembrane O-mannosyltransferase targeting cadherins 3
TMX2	hsa:51075	thioredoxin related transmembrane protein 2
TNPO3	hsa:23534	transportin 3
TNR	hsa:7143	tenascin R
TNRC6B	hsa:23112	trinucleotide repeat containing adaptor 6B
TNS2	hsa:23371	tensin 2
TOE1	hsa:114034	target of EGR1, exonuclease
TOGARAM1	hsa:23116	TOG array regulator of axonemal microtubules 1
TOP1	hsa:7150	DNA topoisomerase I
TOP2A	hsa:7153	DNA topoisomerase II alpha
TOP3A	hsa:7156	DNA topoisomerase III alpha
TOP3B	hsa:8940	DNA topoisomerase III beta
TOR1A	hsa:1861	torsin family 1 member A
TOR1AIP1	hsa:26092	torsin 1A interacting protein 1
TP53BP1	hsa:7158	tumor protein p53 binding protein 1
TP53RK	hsa:112858	TP53 regulating kinase
TPI1	hsa:7167	triosephosphate isomerase 1
TPK1	hsa:27010	thiamin pyrophosphokinase 1
TPO	hsa:7173	thyroid peroxidase
TPP1	hsa:1200	tripeptidyl peptidase 1
TPRKB	hsa:51002	TP53RK binding protein
TRA2B	hsa:6434	transformer 2 beta homolog
TRAF7	hsa:84231	TNF receptor associated factor 7
TRAIP	hsa:10293	TRAF interacting protein
TRAPPC11	hsa:60684	trafficking protein particle complex subunit 11
TRAPPC12	hsa:51112	trafficking protein particle complex subunit 12
TRAPPC2L	hsa:51693	trafficking protein particle complex subunit 2L
TRAPPC4	hsa:51399	trafficking protein particle complex subunit 4
TRAPPC6B	hsa:122553	trafficking protein particle complex subunit 6B
TRAPPC8	hsa:22878	trafficking protein particle complex subunit 8
TRAPPC9	hsa:83696	trafficking protein particle complex subunit 9
TREX1	hsa:11277	three prime repair exonuclease 1
TRIM23	hsa:373	tripartite motif containing 23
TRIM32	hsa:22954	tripartite motif containing 32
TRIM33	hsa:51592	tripartite motif containing 33
TRIM37	hsa:4591	tripartite motif containing 37
TRIM8	hsa:81603	tripartite motif containing 8
TRIO	hsa:7204	trio Rho guanine nucleotide exchange factor
TRIP12	hsa:9320	thyroid hormone receptor interactor 12
TRIT1	hsa:54802	tRNA isopentenyltransferase 1
TRMT1	hsa:55621	tRNA methyltransferase 1
TRMT10A	hsa:93587	tRNA methyltransferase 10A
TRNT1	hsa:51095	tRNA nucleotidyl transferase 1
TRPC6	hsa:7225	transient receptor potential cation channel subfamily C member 6
TRPM1	hsa:4308	transient receptor potential cation channel subfamily M member 1
TRPM3	hsa:80036	transient receptor potential cation channel subfamily M member 3
TRPV4	hsa:59341	transient receptor potential cation channel subfamily V member 4
TRRAP	hsa:8295	transformation/transcription domain associated protein
TSC1	hsa:7248	TSC complex subunit 1
TSC2	hsa:7249	TSC complex subunit 2
TSEN15	hsa:116461	tRNA splicing endonuclease subunit 15
TSEN2	hsa:80746	tRNA splicing endonuclease subunit 2
TSEN54	hsa:283989	tRNA splicing endonuclease subunit 54
TSFM	hsa:10102	Ts translation elongation factor, mitochondrial
TSHB	hsa:7252	thyroid stimulating hormone subunit beta
TSHZ3	hsa:57616	teashirt zinc finger homeobox 3
TSPAN17	hsa:26262	tetraspanin 17
TSPAN7	hsa:7102	tetraspanin 7
TSPOAP1	hsa:9256	TSPO associated protein 1
TTC19	hsa:54902	tetratricopeptide repeat domain 19
TTC37	hsa:9652	tetratricopeptide repeat domain 37
TTC5	hsa:91875	tetratricopeptide repeat domain 5
TTC8	hsa:123016	tetratricopeptide repeat domain 8
TTI2	hsa:80185	TELO2 interacting protein 2
TTN	hsa:7273	titin
TUB	hsa:7275	TUB bipartite transcription factor
TUBA1A	hsa:7846	tubulin alpha 1a
TUBA8	hsa:51807	tubulin alpha 8
TUBB	hsa:203068	tubulin beta class I
TUBB2A	hsa:7280	tubulin beta 2A class IIa
TUBB2B	hsa:347733	tubulin beta 2B class IIb
TUBB3	hsa:10381	tubulin beta 3 class III
TUBB4A	hsa:10382	tubulin beta 4A class IVa
TUBG1	hsa:7283	tubulin gamma 1
TUBGCP2	hsa:10844	tubulin gamma complex associated protein 2
TUBGCP4	hsa:27229	tubulin gamma complex associated protein 4
TUBGCP5	hsa:114791	tubulin gamma complex associated protein 5
TUBGCP6	hsa:85378	tubulin gamma complex associated protein 6
TUSC3	hsa:7991	tumor suppressor candidate 3
TWIST1	hsa:7291	twist family bHLH transcription factor 1
TWNK	hsa:56652	twinkle mtDNA helicase
TYRO3	hsa:7301	TYRO3 protein tyrosine kinase
U2AF2	hsa:11338	U2 small nuclear RNA auxiliary factor 2
UBA5	hsa:79876	ubiquitin like modifier activating enzyme 5
UBE2A	hsa:7319	ubiquitin conjugating enzyme E2 A
UBE2H	hsa:7328	ubiquitin conjugating enzyme E2 H
UBE3A	hsa:7337	ubiquitin protein ligase E3A
UBE3B	hsa:89910	ubiquitin protein ligase E3B
UBE3C	hsa:9690	ubiquitin protein ligase E3C
UBN2	hsa:254048	ubinuclein 2
UBR1	hsa:197131	ubiquitin protein ligase E3 component n-recognin 1
UBR5	hsa:51366	ubiquitin protein ligase E3 component n-recognin 5
UBTF	hsa:7343	upstream binding transcription factor
UFC1	hsa:51506	ubiquitin-fold modifier conjugating enzyme 1
UFM1	hsa:51569	ubiquitin fold modifier 1
UGDH	hsa:7358	UDP-glucose 6-dehydrogenase
UGP2	hsa:7360	UDP-glucose pyrophosphorylase 2
UIMC1	hsa:51720	ubiquitin interaction motif containing 1
UMPS	hsa:7372	uridine monophosphate synthetase
UNC13A	hsa:23025	unc-13 homolog A
UNC45A	hsa:55898	unc-45 myosin chaperone A
UNC5A	hsa:90249	unc-5 netrin receptor A
UNC5D	hsa:137970	unc-5 netrin receptor D
UNC79	hsa:57578	unc-79 homolog, NALCN channel complex subunit
UNC80	hsa:285175	unc-80 homolog, NALCN channel complex subunit
UPB1	hsa:51733	beta-ureidopropionase 1
UPF2	hsa:26019	UPF2 regulator of nonsense mediated mRNA decay
UPF3B	hsa:65109	UPF3B regulator of nonsense mediated mRNA decay
UROC1	hsa:131669	urocanate hydratase 1
USH2A	hsa:7399	usherin
USP15	hsa:9958	ubiquitin specific peptidase 15
USP27X	hsa:389856	ubiquitin specific peptidase 27 X-linked
USP42	hsa:84132	ubiquitin specific peptidase 42
USP45	hsa:85015	ubiquitin specific peptidase 45
USP7	hsa:7874	ubiquitin specific peptidase 7
USP9X	hsa:8239	ubiquitin specific peptidase 9 X-linked
USP9Y	hsa:8287	ubiquitin specific peptidase 9 Y-linked
UTP6	hsa:55813	UTP6 small subunit processome component
VAC14	hsa:55697	VAC14 component of PIKFYVE complex
VAMP2	hsa:6844	vesicle associated membrane protein 2
VARS1	hsa:7407	valyl-tRNA synthetase 1
VARS2	hsa:57176	valyl-tRNA synthetase 2, mitochondrial
VDR	hsa:7421	vitamin D receptor
VIL1	hsa:7429	villin 1
VLDLR	hsa:7436	very low density lipoprotein receptor
VPS11	hsa:55823	VPS11 core subunit of CORVET and HOPS complexes
VPS13B	hsa:157680	vacuolar protein sorting 13 homolog B
VPS13D	hsa:55187	vacuolar protein sorting 13 homolog D
VPS16	hsa:64601	VPS16 core subunit of CORVET and HOPS complexes
VPS37A	hsa:137492	VPS37A subunit of ESCRT-I
VPS4A	hsa:27183	vacuolar protein sorting 4 homolog A
VPS53	hsa:55275	VPS53 subunit of GARP complex
VRK1	hsa:7443	VRK serine/threonine kinase 1
VSIG4	hsa:11326	V-set and immunoglobulin domain containing 4
VWA7	hsa:80737	von Willebrand factor A domain containing 7
WAC	hsa:51322	WW domain containing adaptor with coiled-coil
WARS2	hsa:10352	tryptophanyl tRNA synthetase 2, mitochondrial
WASF1	hsa:8936	WASP family member 1
WASHC4	hsa:23325	WASH complex subunit 4
WASHC5	hsa:9897	WASH complex subunit 5
WDFY3	hsa:23001	WD repeat and FYVE domain containing 3
WDFY4	hsa:57705	WDFY family member 4
WDPCP	hsa:51057	WD repeat containing planar cell polarity effector
WDR26	hsa:80232	WD repeat domain 26
WDR37	hsa:22884	WD repeat domain 37
WDR4	hsa:10785	WD repeat domain 4
WDR45	hsa:11152	WD repeat domain 45
WDR45B	hsa:56270	WD repeat domain 45B
WDR62	hsa:284403	WD repeat domain 62
WDR73	hsa:84942	WD repeat domain 73
WDR81	hsa:124997	WD repeat domain 81
WFS1	hsa:7466	wolframin ER transmembrane glycoprotein
WNK3	hsa:65267	WNK lysine deficient protein kinase 3
WNT1	hsa:7471	Wnt family member 1
WWOX	hsa:51741	WW domain containing oxidoreductase
WWP1	hsa:11059	WW domain containing E3 ubiquitin protein ligase 1
XPA	hsa:7507	XPA, DNA damage recognition and repair factor
XPC	hsa:7508	XPC complex subunit, DNA damage recognition and repair factor
XPO1	hsa:7514	exportin 1
XRCC4	hsa:7518	X-ray repair cross complementing 4
XRCC6	hsa:2547	X-ray repair cross complementing 6
XYLT1	hsa:64131	xylosyltransferase 1
YAP1	hsa:10413	Yes1 associated transcriptional regulator
YEATS2	hsa:55689	YEATS domain containing 2
YTHDC2	hsa:64848	YTH domain containing 2
YTHDF3	hsa:253943	YTH N6-methyladenosine RNA binding protein 3
YWHAE	hsa:7531	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
YWHAG	hsa:7532	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
YY1	hsa:7528	YY1 transcription factor
ZBTB1	hsa:22890	zinc finger and BTB domain containing 1
ZBTB11	hsa:27107	zinc finger and BTB domain containing 11
ZBTB16	hsa:7704	zinc finger and BTB domain containing 16
ZBTB18	hsa:10472	zinc finger and BTB domain containing 18
ZBTB20	hsa:26137	zinc finger and BTB domain containing 20
ZBTB24	hsa:9841	zinc finger and BTB domain containing 24
ZBTB26	hsa:57684	zinc finger and BTB domain containing 26
ZBTB7A	hsa:51341	zinc finger and BTB domain containing 7A
ZC3H11A	hsa:9877	zinc finger CCCH-type containing 11A
ZC3H14	hsa:79882	zinc finger CCCH-type containing 14
ZC4H2	hsa:55906	zinc finger C4H2-type containing
ZEB2	hsa:9839	zinc finger E-box binding homeobox 2
ZFHX3	hsa:463	zinc finger homeobox 3
ZFPM2	hsa:23414	zinc finger protein, FOG family member 2
ZFYVE26	hsa:23503	zinc finger FYVE-type containing 26
ZIC1	hsa:7545	Zic family member 1
ZIC2	hsa:7546	Zic family member 2
ZMYM2	hsa:7750	zinc finger MYM-type containing 2
ZMYND11	hsa:10771	zinc finger MYND-type containing 11
ZMYND8	hsa:23613	zinc finger MYND-type containing 8
ZNF142	hsa:7701	zinc finger protein 142
ZNF148	hsa:7707	zinc finger protein 148
ZNF18	hsa:7566	zinc finger protein 18
ZNF335	hsa:63925	zinc finger protein 335
ZNF423	hsa:23090	zinc finger protein 423
ZNF462	hsa:58499	zinc finger protein 462
ZNF517	hsa:340385	zinc finger protein 517
ZNF548	hsa:147694	zinc finger protein 548
ZNF559	hsa:84527	zinc finger protein 559
ZNF638	hsa:27332	zinc finger protein 638
ZNF711	hsa:7552	zinc finger protein 711
ZNF713	hsa:349075	zinc finger protein 713
ZNHIT3	hsa:9326	zinc finger HIT-type containing 3
ZSWIM6	hsa:57688	zinc finger SWIM-type containing 6
ZWILCH	hsa:55055	zwilch kinetochore protein
ZYG11B	hsa:79699	zyg-11 family member B, cell cycle regulator
hsa:11253	hsa:11253	hsa:11253
hsa:166378	hsa:166378	hsa:166378
hsa:2260	hsa:2260	hsa:2260
hsa:23043	hsa:23043	hsa:23043
hsa:23362	hsa:23362	hsa:23362
hsa:25930	hsa:25930	hsa:25930
hsa:2894	hsa:2894	hsa:2894
hsa:367	hsa:367	hsa:367
hsa:3763	hsa:3763	hsa:3763
hsa:5000	hsa:5000	hsa:5000
hsa:51715	hsa:51715	hsa:51715
hsa:54808	hsa:54808	hsa:54808
hsa:55213	hsa:55213	hsa:55213
hsa:56146	hsa:56146	hsa:56146
hsa:57731	hsa:57731	hsa:57731
hsa:6334	hsa:6334	hsa:6334
hsa:7106	hsa:7106	hsa:7106
hsa:80055	hsa:80055	hsa:80055
hsa:84991	hsa:84991	hsa:84991
hsa:90	hsa:90	hsa:90
hsa:9456	hsa:9456	hsa:9456
hsa:H3F3A	hsa:H3F3A	hsa:H3F3A
